Модель	Наименование	Категория	Цена	Артикул	Ссылка на товар	Источник
	Буферные растворы, Лимонная кислота пищевая, высший сорт, уп. 1 кг/10 кг	Красители и химические реактивы/Буферные растворы	443	14005202	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Набор реагентов "Масло иммерсионное", уп. 0,1 л	Красители и химические реактивы/Буферные растворы	1436	14005304	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Набор реагентов "Масло иммерсионное", нефлуоресцирующее, уп. 10 мл/16фл	Красители и химические реактивы/Буферные растворы	55	14005302	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Метиленовый голубой, чда, уп. 0,025 кг	Красители и химические реактивы/Буферные растворы	41803	14005808	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Метиловый оранжевый, чда, уп. 0,05 кг	Красители и химические реактивы/Буферные растворы	16721	23001006	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Муравьиная кислота, 85%, имп., уп. 1,2х12 шт.	Красители и химические реактивы/Буферные растворы	543	14028101	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Набор для окраски мазков по Граму, НИЦФ, уп. 100 мл	Красители и химические реактивы/Буферные растворы	1600	17002000	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Набор для окраски мазков по методу Циля-Нильсена, НИЦФ, уп. 100 мл	Красители и химические реактивы/Буферные растворы	1318	17002015	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Натрий азотнокислый, ч, уп. 1 кг	Красители и химические реактивы/Буферные растворы	293	14028503	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Натрий гидроокись, чда, уп. 1 кг	Красители и химические реактивы/Буферные растворы	376	14007801	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Натрий лимоннокислый 3-зам. 2--вод., имп., уп. 0,5 шт.	Красители и химические реактивы/Буферные растворы	836	14007915	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
