Модель	Наименование	Категория	Цена	Артикул	Ссылка на товар	Источник
	Штатив лабораторный для фронтальных работ ШФР-ММ, уп.1/ кор.5 шт	Лабораторная посуда и принадлежности прочие/Штатив ШФР-ММ	6415	12005411	https://minimed.ru/product/2623/	minimed.ru

Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд						
	Штатив для чашек Петри на 54 места металлический	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	2566	12005218	https://minimed.ru/product/2622/	minimed.ru
Ш-10/30	Штатив металлический К, уп.1/15 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	439	12005211	https://minimed.ru/product/2624/	minimed.ru
Ш-10/43	Штатив металлический К, уп.1/10 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	439	12005212	https://minimed.ru/product/2625/	minimed.ru
Ш-10/60	Штатив металлический К, уп.1/5 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	439	12005213	https://minimed.ru/product/2626/	minimed.ru
Ш-10/18	Штатив металлический, уп.1/30 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	196	12005202	https://minimed.ru/product/2627/	minimed.ru
Ш-10/23	Штатив металлический, уп.1/12 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	293	12005203	https://minimed.ru/product/2628/	minimed.ru
Ш-10/30	Штатив металлический, уп.1/12 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	385	12005208	https://minimed.ru/product/2629/	minimed.ru
Ш-10/43	Штатив металлический, уп.1/5 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	389	12005210	https://minimed.ru/product/2630/	minimed.ru
Ш-20/18	Штатив металлический, уп.1./15 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	339	12005204	https://minimed.ru/product/2631/	minimed.ru
Ш-25/23	Штатив металлический, уп.1/10шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	552	12005200	https://minimed.ru/product/2632/	minimed.ru
Ш-40/15	Штатив металлический, уп. 1/5 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	594	12005201	https://minimed.ru/product/2633/	minimed.ru
Ш-40/18	Штатив металлический, уп.1/5 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	518	12005209	https://minimed.ru/product/2634/	minimed.ru
Ш-100/15	Штатив металлический, уп.1/5 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	815	12005216	https://minimed.ru/product/2635/	minimed.ru
ШМБ-40/18	Штатив металлический, уп.1/4 шт	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	706	12005206	https://minimed.ru/product/2636/	minimed.ru
	Штатив-рамка из нерж.стали,для 30 стёкол,26×76×2мм	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	819	12005107	https://minimed.ru/product/2656/	minimed.ru
	Штатив-рамка из нерж.стали,для 60 стёкол,26×76×2мм	Лабораторная посуда и принадлежности прочие/Штативы металлические, кол-во гнезд/диаметр гнезд	1093	12005217	https://minimed.ru/product/2657/	minimed.ru

Лабораторная посуда и принадлежности прочие/Щетки для мытья рук						
	Щетка на деревянном основании, 1с17, уп.1шт	Лабораторная посуда и принадлежности прочие/Щетки для мытья рук	127	18000101	https://minimed.ru/product/2658/	minimed.ru
	Щетка пластиковая в блистерной упаковке, инд.уп./300 шт	Лабораторная посуда и принадлежности прочие/Щетки для мытья рук	68	18000103	https://minimed.ru/product/2659/	minimed.ru

Лабораторная посуда и принадлежности прочие/Щипцы тигельные						
	Щипцы лабораторная тигельные из нержавеющей стали и нарезками на рабочей части створок., 21см.	Лабораторная посуда и принадлежности прочие/Щипцы тигельные	1380	21003501	https://minimed.ru/product/2734/	minimed.ru

Лабораторное оборудование/Аквадистилляторы						
	Аквадистиллятор АЭ- 4	Лабораторное оборудование/Аквадистилляторы	71400	21000041	https://minimed.ru/product/2840/	minimed.ru
АЭ-10	Аквадистиллятор	Лабораторное оборудование/Аквадистилляторы	88850	21000042	https://minimed.ru/product/2841/	minimed.ru
АЭ-15	Аквадистиллятор	Лабораторное оборудование/Аквадистилляторы	95200	21000043	https://minimed.ru/product/2842/	minimed.ru
АЭ-25	Аквадистиллятор	Лабораторное оборудование/Аквадистилляторы	122300	21000003	https://minimed.ru/product/2843/	minimed.ru

Лабораторное оборудование/Бани лабораторные						
	Баня лабораторная водяная 1-местная без электрической плитки	Лабораторное оборудование/Бани лабораторные	2664	21001306	https://minimed.ru/product/329/	minimed.ru
	Баня лабораторная водяная 1-местная с электрической плиткой	Лабораторное оборудование/Бани лабораторные	3595	21001307	https://minimed.ru/product/330/	minimed.ru
	Баня лабораторная водяная для жиромеров без электрической плитки	Лабораторное оборудование/Бани лабораторные	2934	21001302	https://minimed.ru/product/331/	minimed.ru
	Баня лабораторная комбинированная БКЛ	Лабораторное оборудование/Бани лабораторные	4816	21001310	https://minimed.ru/product/332/	minimed.ru
	Баня лабораторная песочная без электрической плитки	Лабораторное оборудование/Бани лабораторные	1598	21001643	https://minimed.ru/product/333/	minimed.ru
	Баня лабораторная песочная с электрической плиткой	Лабораторное оборудование/Бани лабораторные	2759	21001672	https://minimed.ru/product/334/	minimed.ru
	Песок кварцевый для песочной бани, 1 кг	Лабораторное оборудование/Бани лабораторные	234	25002220	https://minimed.ru/product/3017/	minimed.ru

Лабораторное оборудование/Гигрометры психрометрические						
ВИТ-1	Гигрометр психр. (0...25)	Лабораторное оборудование/Гигрометры психрометрические	2254	21001500	https://minimed.ru/product/478/	minimed.ru
ВИТ-2	Гигрометр психр. (15...40)	Лабораторное оборудование/Гигрометры психрометрические	2254	21001501	https://minimed.ru/product/479/	minimed.ru
ТМФЦ-99	Гигрометр электронный "Фармацевт"	Лабораторное оборудование/Гигрометры психрометрические	1566	21001507	https://minimed.ru/product/4083/	minimed.ru
ВИТ-1	Фитиль для гигрометра, уп.10шт	Лабораторное оборудование/Гигрометры психрометрические	254	12007181	https://minimed.ru/product/3036/	minimed.ru

Лабораторное оборудование/Дозаторы переменного объема DLAB HiPette						
5-10	Пипетка-дозатор механический 1-канальный переменного объёма 0, мкл DLAB HiPette	Лабораторное оборудование/Дозаторы переменного объема DLAB HiPette	9360	12002757	https://minimed.ru/product/4069/	minimed.ru
	Пипетка-дозатор механический 1-канальный переменного объёма 20-200мкл DLAB HiPette	Лабораторное оборудование/Дозаторы переменного объема DLAB HiPette	9360	12002758	https://minimed.ru/product/4070/	minimed.ru
	Пипетка-дозатор механический 1-канальный переменного объёма 30-300мкл DLAB HiPette, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB HiPette	8800	12002759	https://minimed.ru/product/4080/	minimed.ru

Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette						
5-10	Пипетка-дозатор механический переменного объёма 1-канальный TopPette 0, мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12002761	https://minimed.ru/product/4077/	minimed.ru
5-50	Пипетка-дозатор механический переменного объёма 1-канальный TopPette мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12005711	https://minimed.ru/product/4078/	minimed.ru
	Пипетка-дозатор механический переменного объёма 1-канальный TopPette 10-100мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12005710	https://minimed.ru/product/4079/	minimed.ru
	Пипетка-дозатор механический переменного объёма 1-канальный TopPette 20-200мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12002762	https://minimed.ru/product/4046/	minimed.ru
	Пипетка-дозатор механический переменного объёма 1-канальный TopPette 100-1000мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12002763	https://minimed.ru/product/4047/	minimed.ru
	Пипетка-дозатор механический переменного объёма 1-канальный TopPette 1000-5000мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12002764	https://minimed.ru/product/4048/	minimed.ru
2-10	Пипетка-дозатор механический переменного объёма 1-канальный TopPette мл DLAВ, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	4000	12005718	https://minimed.ru/product/4132/	minimed.ru
	Пипетка-дозатор механический переменного объёма 8-канальный TopPette 50-300мкл DLAB, поверка ФГИС «Аршин»	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	17680	12005361	https://minimed.ru/product/4335/	minimed.ru
	Штатив-карусель для 6 дозаторов, DLАВ	Лабораторное оборудование/Дозаторы переменного объема DLAB TopPette	2664	12005362	https://minimed.ru/product/4348/	minimed.ru

Лабораторное оборудование/Лампы для микроскопов и облучателей						
	Лампа бактерицидная ультрафиолетовая ESL- /E27/CL спектр UVC253нм	Лабораторное оборудование/Лампы для микроскопов и облучателей	1129	21000125	https://minimed.ru/product/3811/	minimed.ru
	Лампа Osram 64425S 12 W	Лабораторное оборудование/Лампы для микроскопов и облучателей	635	12002404	https://minimed.ru/product/1018/	minimed.ru
HLХ 64250	Лампа Osram ESB 6V 20W G4	Лабораторное оборудование/Лампы для микроскопов и облучателей	431	12002411	https://minimed.ru/product/1019/	minimed.ru
	Лампа бактериацидная ультрафиолетового излучения 30W T8 G13 UV-C	Лабораторное оборудование/Лампы для микроскопов и облучателей	664	12002406	https://minimed.ru/product/1020/	minimed.ru

Лабораторное оборудование/Лупы						
ЛПИ-464-7x	Лупа	Лабораторное оборудование/Лупы	475	12007603	https://minimed.ru/product/1074/	minimed.ru

Лабораторное оборудование/Принадлежности к микроскопам						
	Объектив 10x/0,25 160/0,17	Лабораторное оборудование/Принадлежности к микроскопам	418	21000035	https://minimed.ru/product/3814/	minimed.ru
	Объектив 4x/0,10 160/0,17	Лабораторное оборудование/Принадлежности к микроскопам	221	21000034	https://minimed.ru/product/3815/	minimed.ru

Лабораторное оборудование/Пипетаторы поршневые, Greetmed						
	Пипетатор поршневой до 2 мл,п/п, инд.уп./10/100 шт	Лабораторное оборудование/Пипетаторы поршневые, Greetmed	455	12011324	https://minimed.ru/product/1354/	minimed.ru
	Пипетатор поршневой до 10 мл,п/п, инд.уп./10/100 шт	Лабораторное оборудование/Пипетаторы поршневые, Greetmed	455	12011323	https://minimed.ru/product/1355/	minimed.ru
	Пипетатор поршневой до 25 мл,п/п, инд.уп./10/100 шт	Лабораторное оборудование/Пипетаторы поршневые, Greetmed	534	12011325	https://minimed.ru/product/1356/	minimed.ru

Лабораторное оборудование/Пластины для хроматографии						
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на алюминиевой основе без УФ индикатора ПТСХ-АФ-А 10*10 см, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	10328	21005202	https://minimed.ru/product/1461/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на алюминиевой основе без УФ индикатора ПТСХ-АФ-А 10*15 см, 50шт/упак	Лабораторное оборудование/Пластины для хроматографии	13443	21005203	https://minimed.ru/product/1462/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на алюминиевой основе без УФ индикатора ПТСХ-АФ-А 10*20 см, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	20328	21005220	https://minimed.ru/product/2845/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на алюминиевой основе с УФ индикатором ПТСХ-АФ-А-УФ 10*10 см, 50 шт/уп	Лабораторное оборудование/Пластины для хроматографии	11639	21005221	https://minimed.ru/product/2846/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на алюминиевой основе с УФ индикатором ПТСХ-АФ-А-УФ 10*15 см, 50 шт/уп	Лабораторное оборудование/Пластины для хроматографии	16475	21005222	https://minimed.ru/product/2847/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на алюминиевой основе с УФ индикатором ПТСХ-АФ-А-УФ 10*20 см, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	22705	21005223	https://minimed.ru/product/2848/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на алюминиевой основе без УФ индикатора ПТСХ-АФ-В 10*10, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	13525	21005224	https://minimed.ru/product/2849/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на алюминиевой основе без УФ индикатора ПТСХ-АФ-В 10*15, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	20082	21005204	https://minimed.ru/product/2850/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на алюминиевой основе с УФ индикатором ПТСХ-АФ-В-УФ 10*10, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	14590	21005225	https://minimed.ru/product/2851/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на алюминиевой основе с УФ индикатором ПТСХ-АФ-В-УФ 10*15, 50шт/уп	Лабораторное оборудование/Пластины для хроматографии	21393	21005210	https://minimed.ru/product/2852/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на полимерной основе без УФ индикатора ПТСХ-П-А 10*10 см, 50 шт/уп.	Лабораторное оборудование/Пластины для хроматографии	9918	21005205	https://minimed.ru/product/1463/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на полимерной основе без УФ индикатора ПТСХ-П-А 10*15 см, 50 шт/уп.	Лабораторное оборудование/Пластины для хроматографии	13197	21005206	https://minimed.ru/product/1464/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на полимерной основе без УФ индикатора ПТСХ-П-А 10*20 см, 50 шт/уп.	Лабораторное оборудование/Пластины для хроматографии	19672	21005226	https://minimed.ru/product/2853/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на полимерной основе с УФ индикатором ПТСХ-П-А-УФ 10*10 см, 50 шт/уп.	Лабораторное оборудование/Пластины для хроматографии	11393	21005207	https://minimed.ru/product/2854/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на полимерной основе с УФ индикатором ПТСХ-П-А-УФ 10*15 см, 50 шт/уп.	Лабораторное оборудование/Пластины для хроматографии	15984	21005208	https://minimed.ru/product/2855/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" аналитические на полимерной основе с УФ индикатором ПТСХ-П-А-УФ 10*20 см, 50 шт/уп.	Лабораторное оборудование/Пластины для хроматографии	22295	21005227	https://minimed.ru/product/2856/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на полимерной основе без УФ индикатора ПТСХ-П-В 10*10 см, 50 шт/уп	Лабораторное оборудование/Пластины для хроматографии	13197	21005209	https://minimed.ru/product/2857/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на полимерной основе без УФ индикатора ПТСХ-П-В 10*15 см, 50 шт/уп	Лабораторное оборудование/Пластины для хроматографии	19672	21005228	https://minimed.ru/product/2858/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на полимерной основе с УФ индикатором ПТСХ-П-В-УФ 10*10 см, 50 шт/уп	Лабораторное оборудование/Пластины для хроматографии	13934	21005229	https://minimed.ru/product/2859/	minimed.ru
	Пластина для тонкослойной хроматографии "Sorbfil" высокоэффективные на полимерной основе с УФ индикатором ПТСХ-П-В-УФ 10*15 см, 50 шт/уп	Лабораторное оборудование/Пластины для хроматографии	20820	21005230	https://minimed.ru/product/2860/	minimed.ru

Лабораторное оборудование/Плитки электрические						
	Электроплитка чугун. "ENERGY" 1 конф. с закрытой спиралью кВт/220	Лабораторное оборудование/Плитки электрические	1505	21001414	https://minimed.ru/product/1465/	minimed.ru

Лабораторное оборудование/Прибор окраски слайдов, МиниМед						
	Кассета-держатель слайдов (для стекол толщиной 1,0 мм)	Лабораторное оборудование/Прибор окраски слайдов, МиниМед	1500	21000772	https://minimed.ru/product/3310/	minimed.ru

Лабораторное оборудование/Прибор РН-метр						
	Прибор РН-метр-150МИ	Лабораторное оборудование/Прибор РН-метр	34508	21000704	https://minimed.ru/product/1470/	minimed.ru

Лабораторное оборудование/Гем.анализатор  Exсell 18						
	Клавиша запуска для ан.	Лабораторное оборудование/Гем.анализатор  Exсell 18	2295	21002880	https://minimed.ru/product/2763/	minimed.ru

Лабораторное оборудование/Коагулометр  АПГ-2						
	Кювета для анализаторов показателей гемостаза (объем 250 мкл, объем пробы 50 мкл), уп.1000шт	Лабораторное оборудование/Коагулометр  АПГ-2	18000	21002731	https://minimed.ru/product/3710/	minimed.ru

Лабораторное оборудование/Секундомеры в металлическом корпусе						
2а-3-000	Секундомер механический СОПпр-, 1-кноп.	Лабораторное оборудование/Секундомеры в металлическом корпусе	32639	21000901	https://minimed.ru/product/2039/	minimed.ru
2-000	Секундомер механический СОСпр-2б-, 2-кноп.	Лабораторное оборудование/Секундомеры в металлическом корпусе	37951	21000902	https://minimed.ru/product/2040/	minimed.ru
С-01	Секундомер электронный "Интеграл "	Лабораторное оборудование/Секундомеры в металлическом корпусе	7049	21000906	https://minimed.ru/product/2041/	minimed.ru

Лабораторное оборудование/Счетчики  лейкоформулы крови						
С-5	Счетчик лабораторный	Лабораторное оборудование/Счетчики  лейкоформулы крови	12500	21002801	https://minimed.ru/product/2293/	minimed.ru

Лабораторное оборудование/Термометры						
ТБ-189	Термометр комнатный	Лабораторное оборудование/Термометры	54	12004160	https://minimed.ru/product/3530/	minimed.ru
	Термометр водный "Лодочка" (0+50)	Лабораторное оборудование/Термометры	46	12004006	https://minimed.ru/product/2314/	minimed.ru
	Термометр медицинский максимальный стеклянный ртутный, в пласт. футляре	Лабораторное оборудование/Термометры	250	12004150	https://minimed.ru/product/3527/	minimed.ru
ТБ-223	Термометр оконный "Липучка" (-50+50С)	Лабораторное оборудование/Термометры	71	12004121	https://minimed.ru/product/2315/	minimed.ru
	Термометр 0...+100,спирт., ц.д.1град.	Лабораторное оборудование/Термометры	1271	12003919	https://minimed.ru/product/3033/	minimed.ru
ТС-7	Термометр АМК (-35 +50) для холод.камер	Лабораторное оборудование/Термометры	1129	12004192	https://minimed.ru/product/2316/	minimed.ru
	Термометр стеклянный -1 (-35 +50) для холод.камер	Лабораторное оборудование/Термометры	820	12004193	https://minimed.ru/product/4050/	minimed.ru
	Термометр стеклянный -2 (-20+70) для холод.камер	Лабораторное оборудование/Термометры	820	12004194	https://minimed.ru/product/4051/	minimed.ru

Лабораторное оборудование/Центрифуги						
C2204	Центрифуга лабораторная медицинская Liston Classic (в комплекте с ротором и адаптерами САА.15.1-24.18.120 на 15мл. 18*110мм.)	Лабораторное оборудование/Центрифуги	85140	21001021	https://minimed.ru/product/2446/	minimed.ru

Лабораторное оборудование/Часы процедурные						
	Таймер механический с заводом на 60 мин, инд.уп.	Лабораторное оборудование/Часы процедурные	323	21001100	https://minimed.ru/product/2294/	minimed.ru
ПЧ-3	Часы настольные процедурная со звуковым сигналом по ТУ 9452-012-34711238-2006	Лабораторное оборудование/Часы процедурные	21654	21001102	https://minimed.ru/product/2504/	minimed.ru
	Часы электронные DSZ-II	Лабораторное оборудование/Часы процедурные	8578	21001105	https://minimed.ru/product/2506/	minimed.ru

Красители и химические реактивы						
	Краситель и химический реактивы, Набор реагентов для контроля качества предстерилизационной очистки изделий медицинского назначения (Азопирам- ), 1500 опр., Азопирам-, уп. набор/48	Красители и химические реактивы	360	15000103	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Азотная кислота, чда, уп. 1,3 кг	Красители и химические реактивы	246	14001316	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Азур II, ч, уп. 0,05 кг	Красители и химические реактивы	45816	23000400	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Краситель Азур-эозин по Романовскому ( -Р) с буфером, -Р, уп. 1 л/11 л	Красители и химические реактивы	745	12000101	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Аммиак водный, чда, уп. 0,9х12 бут	Красители и химические реактивы	242	14002302	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Ацетон, чда, уп. 0,8х12бут	Красители и химические реактивы	510	14004215	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Борная кислота, хч, уп. 1 кг	Красители и химические реактивы	1296	14009605	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Бриллиантовый зеленый, чда, уп. 0,05 кг	Красители и химические реактивы	11287	23001321	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Раствор Бриллиантовый крезиловый синий для окраски ретикулоцитов в крови, уп. набор	Красители и химические реактивы	2236	12008000	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Краситель и химический реактивы, Бромтимоловый синий, чда, уп. 0,05 кг	Красители и химические реактивы	62621	23001308	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)

Красители и химические реактивы/Буферные растворы						
4-6	Буфер фосфатный, рн 6,8, концентрат, фл.10 мл, уп.6 шт	Красители и химические реактивы/Буферные растворы	50	14008103	https://minimed.ru/product/399/	minimed.ru
	Буферный раствор pH 1,68, 50 мл, Germeon	Красители и химические реактивы/Буферные растворы	435	14008170	https://minimed.ru/product/3927/	minimed.ru
	Буферный раствор pH 1,68, 250 мл, Germeon	Красители и химические реактивы/Буферные растворы	961	14008171	https://minimed.ru/product/3928/	minimed.ru
	Буферный раствор pH 1,68, 500 мл, Germeon	Красители и химические реактивы/Буферные растворы	1580	14008172	https://minimed.ru/product/3929/	minimed.ru
	Буферный раствор pH 4,01, 50 мл, Germeon	Красители и химические реактивы/Буферные растворы	435	14008173	https://minimed.ru/product/3930/	minimed.ru
	Буферный раствор pH 4,01, 250 мл, Germeon	Красители и химические реактивы/Буферные растворы	961	14008174	https://minimed.ru/product/3931/	minimed.ru
	Буферный раствор pH 4,01, 500 мл, Germeon	Красители и химические реактивы/Буферные растворы	1580	14008175	https://minimed.ru/product/3932/	minimed.ru
	Буферный раствор pH 6,86, 50 мл, Germeon	Красители и химические реактивы/Буферные растворы	435	14008176	https://minimed.ru/product/3933/	minimed.ru
	Буферный раствор pH 6,86, 250 мл, Germeon	Красители и химические реактивы/Буферные растворы	961	14008177	https://minimed.ru/product/3934/	minimed.ru
	Буферный раствор pH 6,86, 500 мл, Germeon	Красители и химические реактивы/Буферные растворы	1580	14008178	https://minimed.ru/product/3935/	minimed.ru
	Буферный раствор pH 7,01, 50 мл, Germeon	Красители и химические реактивы/Буферные растворы	435	14008179	https://minimed.ru/product/3936/	minimed.ru
	Буферный раствор pH 7,01, 250 мл, Germeon	Красители и химические реактивы/Буферные растворы	961	14008180	https://minimed.ru/product/3937/	minimed.ru
	Буферный раствор pH 7,01, 500 мл, Germeon	Красители и химические реактивы/Буферные растворы	1580	14008181	https://minimed.ru/product/3938/	minimed.ru
	Буферный раствор pH 9,18, 50 мл, Germeon	Красители и химические реактивы/Буферные растворы	435	14008182	https://minimed.ru/product/3939/	minimed.ru
	Буферный раствор pH 9,18, 250 мл, Germeon	Красители и химические реактивы/Буферные растворы	961	14008183	https://minimed.ru/product/3940/	minimed.ru
	Буферный раствор pH 9,18, 500 мл, Germeon	Красители и химические реактивы/Буферные растворы	1580	14008184	https://minimed.ru/product/3941/	minimed.ru
	Буферный раствор p 50 мл, Germeon	Красители и химические реактивы/Буферные растворы	435	14008185	https://minimed.ru/product/3942/	minimed.ru
	Буферный раствор p 250 мл, Germeon	Красители и химические реактивы/Буферные растворы	961	14008186	https://minimed.ru/product/3943/	minimed.ru
	Буферный раствор p 500 мл, Germeon	Красители и химические реактивы/Буферные растворы	1580	14008187	https://minimed.ru/product/3944/	minimed.ru
	Буферные растворы, Гематоксилин, 0,025 кг, уп. 0,025 шт.	Красители и химические реактивы/Буферные растворы	363115	14016407	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Йод, ч, уп. 0,1 кг	Красители и химические реактивы/Буферные растворы	25416	14004401	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Йод, ч, уп. 1 кг	Красители и химические реактивы/Буферные растворы	17557	14004403	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий едкий, хч, уп. 1 кг	Красители и химические реактивы/Буферные растворы	920	14004502	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий йодистый, чда, уп. 0,1 кг	Красители и химические реактивы/Буферные растворы	17307	14004602	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий йодистый, чда, уп. 0,5 кг	Красители и химические реактивы/Буферные растворы	16889	14004606	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий марганцовокислый, уп. 0,1 кг	Красители и химические реактивы/Буферные растворы	2675	14004702	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий марганцовокислый, уп. 1 кг	Красители и химические реактивы/Буферные растворы	1639	14004705	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Набор реагентов "Калия теллурит, раствор 2 %", ампула 5 мл, уп. 10 шт.	Красители и химические реактивы/Буферные растворы	109	14004802	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий фосфорнокислый 1-зам., чда, уп. 1кг	Красители и химические реактивы/Буферные растворы	1070	14004907	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Калий фосфорнокислый 2-х замещенный 3-х водный, чда, уп. 0,5	Красители и химические реактивы/Буферные растворы	1622	14005008	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Крахмал индикатор, в/р, чда, уп. 0,5 кг	Красители и химические реактивы/Буферные растворы	3033	12006504	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
	Буферные растворы, Кристаллический фиолетовый, чда, уп. 0,05 кг	Красители и химические реактивы/Буферные растворы	7441	23000510	https://minimed.nt-rt.ru/catalog/krasiteli-i-himiceskie-reaktivy	minimed.ru (прайс)
